ID,Approved,symbol,Approved,name,Status,Previous,symbols,Alias,symbols,Chromosome,Accession,numbers,RefSeq,IDs,,,,,,,,,,
GPRASP1,G,protein-coupled,receptor,associated,sorting,protein,1,Approved,"GASP,",GASP1,Xq22.1,AB007903,NM_014710,,,,,,,,,,,
GPRASP2,G,protein-coupled,receptor,associated,sorting,protein,2,Approved,"GASP2,",FLJ37327,Xq22.1,AK094646,NM_138437,,,,,,,,,,,
GPRASP3,G,protein-coupled,receptor,associated,sorting,protein,family,member,3,Approved,BHLHB9,"p60TRP,","KIAA1701,",GASP3,Xq22.1,AB051488,NM_030639,,,,,,,
GPX1P1,glutathione,peroxidase,pseudogene,1,Approved,"GPXL2,",GPXP1,Xp22.2,,,,,,,,,,,,,,,,
GRIA3,glutamate,ionotropic,receptor,AMPA,type,subunit,3,Approved,GLUR3,"GluA3,","GLURC,","MRX94,","GluR-3,","GluR-C,","GluR-K3,",iGluR3,Xq25,U10301,NM_000828,,,,,
GRIPAP1,GRIP1,associated,protein,1,Approved,"GRASP-1,","GRASP1,","KIAA1167,","MPMGp800B12492Q3,",DKFZp434P0630,Xp11.23,AB032993,NM_207672,,,,,,,,,,,
GRPEL2P2,GRPEL2,pseudogene,2,Approved,Xq11.2,,,,,,,,,,,,,,,,,,,
GRPR,gastrin,releasing,peptide,receptor,Approved,"BB2,","BB2R,",BRS2,Xp22.2,NM_005314,,,,,,,,,,,,,,
GSPT2,G1,to,S,phase,transition,2,Approved,"eRF3b,",FLJ10441,Xp11.22,AI285711,,,,,,,,,,,,,
GTF3C6P1,GTF3C6,pseudogene,1,Approved,Xq21.33,NG_022679,,,,,,,,,,,,,,,,,,
GTF3C6P2,GTF3C6,pseudogene,2,Approved,Xq22.3,NG_022688,,,,,,,,,,,,,,,,,,
GTPBP6,GTP,binding,protein,6,(putative),Approved,"PGPL,",FLJ20977,Xp22.33,and,Yp11.32,Y14391,NM_012227,,,,,,,,,,,
GUCY2F,guanylate,cyclase,"2F,",retinal,Approved,"GUC2DL,","GC-F,","RetGC-2,","ROS-GC2,",CYGF,Xq22.3-q23,L37378,NM_001522,,,,,,,,,,,
GYG2,glycogenin,2,Approved,GN-2,Xp22.33,U94361,NM_003918,,,,,,,,,,,,,,,,,
GYG2-AS1,GYG2,antisense,RNA,1,Approved,Xp22.33,,,,,,,,,,,,,,,,,,
GYG2P1,glycogenin,2,pseudogene,1,Approved,GYG2P,Yq11.21,NG_002811,,,,,,,,,,,,,,,,
H2AB1,H2A.B,variant,histone,1,Approved,H2AFB1,H2A.B.2,Xq28,NM_001017990,,,,,,,,,,,,,,,
H2AB2,H2A.B,variant,histone,2,Approved,H2AFB2,H2A.B.1,Xq28,NM_001017991,,,,,,,,,,,,,,,
H2AB3,H2A.B,variant,histone,3,Approved,"H2AFB,",H2AFB3,H2A.B.1,Xq28,AF254576,NM_080720,,,,,,,,,,,,,
H2AL1MP,H2A.L,variant,histone,"1M,",pseudogene,Approved,H2AL1SP,Xp21.1,NG_068484,,,,,,,,,,,,,,,
H2AL1Q,H2A.L,variant,histone,1Q,Approved,H2AL1QP,H2A.L.1,Xp21.1,NG_066059,,,,,,,,,,,,,,,
H2AL3,H2A.L,variant,histone,3,Approved,H2AL1RP,H2A.L.3,Xp11.4,NM_001395555,,,,,,,,,,,,,,,
H2AP,H2A.P,histone,Approved,"CXorf27,",HYPM,HIP17,Xp11.4,AF049615,NM_012274,,,,,,,,,,,,,,,
H2AQ1P,H2A.Q,variant,histone,"1,",pseudogene,Approved,Xq26.3,NG_066060,,,,,,,,,,,,,,,,
H2BP7,H2B,histone,pseudogene,7,Approved,Xp22.11,NG_066062,,,,,,,,,,,,,,,,,
H2BP8,H2B,histone,pseudogene,8,Approved,Xq22.1,NG_066069,,,,,,,,,,,,,,,,,
H2BP9,H2B,histone,pseudogene,9,Approved,Xq22.2,NG_066043,,,,,,,,,,,,,,,,,
H2BW1,H2B.W,histone,1,Approved,H2BFWT,TH2B-175,Xq22.2,BC038109,NM_001002916,,,,,,,,,,,,,,,
H2BW2,H2B.W,histone,2,Approved,"H2BFM,",H2BM,Xq22.2,AK093522,NM_001164416,,,,,,,,,,,,,,,
H2BW3P,H2B.W,histone,"3,",pseudogene,Approved,Xq22.2,NR_130172,,,,,,,,,,,,,,,,,
H2BW4P,H2B.W,histone,"4,",pseudogene,Approved,H2BFXP,Xq22.2,AY730279,NR_003238,,,,,,,,,,,,,,,
H3P43,H3,histone,pseudogene,43,Approved,p54,Xp21.3,NG_030155,,,,,,,,,,,,,,,,
H3P44,H3,histone,pseudogene,44,Approved,H3F3AP5,"p55,",H3.8,Xp11.22,NG_029840,,,,,,,,,,,,,,
H3P45,H3,histone,pseudogene,45,Approved,p56,Xq22.1,NG_066052,,,,,,,,,,,,,,,,
H3P46,H3,histone,pseudogene,46,Approved,Xq24,NG_066068,,,,,,,,,,,,,,,,,
H3P47,H3,histone,pseudogene,47,Approved,p57,Xq25,NG_066053,,,,,,,,,,,,,,,,
HADHBP1,HADHB,pseudogene,1,Approved,Xp22.32,NG_022579,,,,,,,,,,,,,,,,,,
HAPSTR2,HUWE1,associated,protein,modifying,stress,responses,2,Approved,Xq27.1,NM_001271560,,,,,,,,,,,,,,
HAUS1P2,HAUS,augmin,like,complex,subunit,1,pseudogene,2,Approved,Xp22.13,,,,,,,,,,,,,,
HAUS7,HAUS,augmin,like,complex,subunit,7,Approved,UCHL5IP,UIP1,Xq28,AF267739,NM_017518,,,,,,,,,,,,
HAX1P1,HAX1,pseudogene,1,Approved,Xq28,NG_022646,,,,,,,,,,,,,,,,,,
HCCS,holocytochrome,c,synthase,Approved,MLS,CCHL,Xp22.2,,,,,,,,,,,,,,,,,
HCCS-DT,HCCS,divergent,transcript,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,
HCFC1,host,cell,factor,C1,Approved,"HFC1,",MRX3,"HCF-1,","HCF1,","CFF,","VCAF,","MGC70925,",PPP1R89,Xq28,NM_005334,,,,,,,,,
HCFC1-AS1,HCFC1,antisense,RNA,1,Approved,Xq28,,,,,,,,,,,,,,,,,,
HDAC6,histone,deacetylase,6,Approved,"KIAA0901,","JM21,","HD6,","FLJ16239,",PPP1R90,Xp11.23,AF132609,NM_006044,,,,,,,,,,,,
HDAC8,histone,deacetylase,8,Approved,"HDACL1,","WTS,",MRXS6,"RPD3,",KDAC8,Xq13.1,AF230097,NM_018486,,,,,,,,,,,,
HDGFL3P1,HDGFL3,pseudogene,1,Approved,Xp11.21,,,,,,,,,,,,,,,,,,,
HDGFP1,heparin,binding,growth,factor,pseudogene,1,Approved,HDGFP,Xq26.2,AL109853,NG_004722,,,,,,,,,,,,,
HDX,highly,divergent,homeobox,Approved,CXorf43,FLJ30678,Xq21.1,BX538112,NM_144657,,,,,,,,,,,,,,,
HEPH,hephaestin,Approved,"KIAA0698,",CPL,Xq12,AB014598,NM_138737,,,,,,,,,,,,,,,,,
HIKESHIP1,HIKESHI,pseudogene,1,Approved,Xp22.11,NG_009167,,,,,,,,,,,,,,,,,,
HK2P1,hexokinase,2,pseudogene,1,Approved,HK2P,Xq21.1,NG_009860,,,,,,,,,,,,,,,,
HMGA1P1,high,mobility,group,AT-hook,1,pseudogene,1,Approved,HMGA1L1,HMGIYL1,Xp21.3,AF116914,NG_002324,,,,,,,,,,,
HMGB1P12,high,mobility,group,box,1,pseudogene,12,Approved,HMGB1L12,Xq23,,,,,,,,,,,,,,
HMGB1P15,high,mobility,group,box,1,pseudogene,15,Approved,Xp11.22,NG_030350,,,,,,,,,,,,,,
HMGB1P16,high,mobility,group,box,1,pseudogene,16,Approved,Xp21.1,NG_022656,,,,,,,,,,,,,,
HMGB1P32,high,mobility,group,box,1,pseudogene,32,Approved,Xq21.33,NG_026863,,,,,,,,,,,,,,
HMGB3,high,mobility,group,box,3,Approved,HMG4,"HMG2A,",MGC90319,Xq28,AF274572,NM_005342,,,,,,,,,,,,
HMGB3P30,high,mobility,group,box,3,pseudogene,30,Approved,Xq23,NG_022892,,,,,,,,,,,,,,
HMGB3P31,high,mobility,group,box,3,pseudogene,31,Approved,Xq26.3,NG_022638,,,,,,,,,,,,,,
HMGN1P33,high,mobility,group,nucleosome,binding,domain,1,pseudogene,33,Approved,Xp22.2,,,,,,,,,,,,,
HMGN1P34,high,mobility,group,nucleosome,binding,domain,1,pseudogene,34,Approved,Xq21.1,,,,,,,,,,,,,
HMGN1P35,high,mobility,group,nucleosome,binding,domain,1,pseudogene,35,Approved,Xq13.1,,,,,,,,,,,,,
HMGN1P37,high,mobility,group,nucleosome,binding,domain,1,pseudogene,37,Approved,Xq28,NG_005984,,,,,,,,,,,,
HMGN2P45,high,mobility,group,nucleosomal,binding,domain,2,pseudogene,45,Approved,Xp22.13,,,,,,,,,,,,,
HMGN2P48,high,mobility,group,nucleosomal,binding,domain,2,pseudogene,48,Approved,Xq28,NG_029009,,,,,,,,,,,,
HMGN5,high,mobility,group,nucleosome,binding,domain,5,Approved,NSBP1,Xq21.1,AF250329,NM_030763,,,,,,,,,,,,
HMS1,homosexuality,1,Entry,Withdrawn,X,,,,,,,,,,,,,,,,,,,
HNRNPA1P25,heterogeneous,nuclear,ribonucleoprotein,A1,pseudogene,25,Approved,Xq13.2,,,,,,,,,,,,,,,,
HNRNPA1P26,heterogeneous,nuclear,ribonucleoprotein,A1,pseudogene,26,Approved,Xq22.1,,,,,,,,,,,,,,,,
HNRNPA1P27,heterogeneous,nuclear,ribonucleoprotein,A1,pseudogene,27,Approved,Xq22.1,,,,,,,,,,,,,,,,
HNRNPA1P28,heterogeneous,nuclear,ribonucleoprotein,A1,pseudogene,28,Approved,Xq24,,,,,,,,,,,,,,,,
HNRNPA3P3,heterogeneous,nuclear,ribonucleoprotein,A3,pseudogene,3,Approved,Xq27.1,,,,,,,,,,,,,,,,
HNRNPCP10,heterogeneous,nuclear,ribonucleoprotein,C,pseudogene,10,Approved,Xq27.3,,,,,,,,,,,,,,,,
HNRNPDLP1,HNRNPDL,pseudogene,1,Approved,Xq21.33,,,,,,,,,,,,,,,,,,,
HNRNPDLP3,HNRNPDL,pseudogene,3,Approved,Xq21.33,,,,,,,,,,,,,,,,,,,
HNRNPDLP5,HNRNPDL,pseudogene,5,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,
HNRNPDP1,heterogeneous,nuclear,ribonucleoprotein,D,pseudogene,1,Approved,"HNRPDP,",HNRNPDP,"AUF1B,",AUF1P,Xq11.2,NG_000874,,,,,,,,,,,
HNRNPH1P2,heterogeneous,nuclear,ribonucleoprotein,H1,pseudogene,2,Approved,Xq27.3,,,,,,,,,,,,,,,,
HNRNPH2,heterogeneous,nuclear,ribonucleoprotein,H2,Approved,HNRPH2,"hnRNPH',","FTP3,",HNRPH',Xq22.1,U01923,NM_019597,,,,,,,,,,,,
HNRNPH3P1,heterogeneous,nuclear,ribonucleoprotein,H3,pseudogene,1,Approved,Xq21.1,,,,,,,,,,,,,,,,
HPCX,hereditary,prostate,"cancer,",X-linked,Entry,Withdrawn,Xq27-q28,,,,,,,,,,,,,,,,,
HPRT1,hypoxanthine,phosphoribosyltransferase,1,Approved,HPRT,HGPRT,Xq26.2-q26.3,M26434,NM_000194,,,,,,,,,,,,,,,
HPT,hypoparathyroidism,Entry,Withdrawn,HYPX,Xq27,,,,,,,,,,,,,,,,,,,
HS6ST2,heparan,sulfate,6-O-sulfotransferase,2,Approved,HS6ST-2,Xq26.2,AB067776,NM_147174,,,,,,,,,,,,,,,
HS6ST2-AS1,HS6ST2,antisense,RNA,1,Approved,Xq26.2,,,,,,,,,,,,,,,,,,
HSD17B10,hydroxysteroid,17-beta,dehydrogenase,10,Approved,"HADH2,",MRXS10,"ERAB,","MHBD,","17b-HSD10,","ABAD,","SDR5C1,","MRPP2,",CAMR,Xp11.22,U96132,NM_004493,,,,,,,
HSFX1,heat,shock,transcription,factor,"family,",X-linked,1,Approved,LW-1,Xq28,NM_016153,,,,,,,,,,,,,
HSFX2,heat,shock,transcription,factor,"family,",X-linked,2,Approved,Xq28,,,,,,,,,,,,,,,
HSFX3,heat,shock,transcription,factor,"family,",X-linked,member,3,Approved,Xq28,,,,,,,,,,,,,,
HSFX4,heat,shock,transcription,factor,"family,",X-linked,member,4,Approved,Xq28,,,,,,,,,,,,,,
HSFY1,heat,shock,transcription,factor,Y-linked,1,Approved,HSFY,HSF2L,Yq11.222,AF332226,NM_152584,,,,,,,,,,,,
HSFY2,heat,shock,transcription,factor,Y-linked,2,Approved,FLJ25453,Yq11.222,AK058182,NM_153716,,,,,,,,,,,,,
HSFY3P,heat,shock,transcription,factor,Y-linked,"3,",pseudogene,Approved,HSFYP2,Yp11.2,NG_012371,,,,,,,,,,,,,
HSFY4P,heat,shock,transcription,factor,Y-linked,"4,",pseudogene,Approved,Yq11.223,,,,,,,,,,,,,,,
HSFY5P,heat,shock,transcription,factor,Y-linked,"5,",pseudogene,Approved,Yq11.223,,,,,,,,,,,,,,,
HSFY6P,heat,shock,transcription,factor,Y-linked,"6,",pseudogene,Approved,Yq11.223,,,,,,,,,,,,,,,
HSFY7P,heat,shock,transcription,factor,Y-linked,"7,",pseudogene,Approved,Yq11.223,,,,,,,,,,,,,,,
HSFY8P,heat,shock,transcription,factor,Y-linked,"8,",pseudogene,Approved,Yq11.23,,,,,,,,,,,,,,,
HSPA8P1,heat,shock,protein,family,A,(Hsp70),member,8,pseudogene,1,Approved,HSPAP1,Xq24,M12119,,,,,,,,,,
HSPA8P7,heat,shock,protein,family,A,(Hsp70),member,8,pseudogene,7,Approved,Xq23,NG_026750,,,,,,,,,,,
HSPA8P20,heat,shock,protein,family,A,(Hsp70),member,8,pseudogene,20,Approved,Xq25,NG_023274,,,,,,,,,,,
HSPB1P2,heat,shock,protein,family,B,(small),member,1,pseudogene,2,Approved,HSPBL3,Xp11.23,NG_008236,,,,,,,,,,
HTATSF1,HIV-1,Tat,specific,factor,1,Approved,TAT-SF1,Xq26.3,U76992,NM_014500,,,,,,,,,,,,,,
HTC2,hypertrichosis,2,"(generalized,",congenital),Entry,Withdrawn,"CGH,",HCG,Xq27.1,,,,,,,,,,,,,,,
HTR2C,5-hydroxytryptamine,receptor,2C,Approved,HTR1C,"5-HT2C,",5HTR2C,Xq23,NM_000868,,,,,,,,,,,,,,,
HTR2C-IT1,HTR2C,intronic,transcript,1,(non-protein,coding),Entry,Withdrawn,Xq23,,,,,,,,,,,,,,,
HUWE1,"HECT,",UBA,and,WWE,domain,containing,E3,ubiquitin,protein,ligase,1,Approved,"Ib772,","KIAA0312,",UREB1,Xp11.22,AB071605,NM_031407,,,,,,
IDH3G,isocitrate,dehydrogenase,(NAD(+)),3,non-catalytic,subunit,gamma,Approved,Xq28,,,,,,,,,,,,,,,
IDS,iduronate,2-sulfatase,Approved,SIDS,ID2S,Xq28,M58342,,,,,,,,,,,,,,,,,
IDSP1,iduronate,2-sulfatase,pseudogene,1,Approved,IDS2,Xq28,L36846,NG_001149,,,,,,,,,,,,,,,
IGBP1,immunoglobulin,binding,protein,1,Approved,IBP1,α4,Xq13.1,Y08915,,,,,,,,,,,,,,,
IGBP1-AS1,IGBP1,antisense,RNA,1,Approved,Xq13.1,,,,,,,,,,,,,,,,,,
IGBP1-AS2,IGBP1,antisense,RNA,2,Approved,Xq13.1,,,,,,,,,,,,,,,,,,
IGHV1-8,immunoglobulin,heavy,variable,1-Aug,Approved,14q32.33,not,on,reference,assembly,M99637,NG_001019,,,,,,,,,,,,
IGHV1-38-4,immunoglobulin,heavy,variable,1-38-4,(non-functional),Approved,IGHV1-C,IGHV1-c,14q32.33,not,on,reference,assembly,KF698736,,,,,,,,,,
IGHV1OR15-5,immunoglobulin,heavy,variable,1/OR15-5,(non-functional),Approved,IGHV1/OR15-5,15q11.2,not,on,reference,assembly,Z29633,NG_016978,,,,,,,,,,
IGHV2-10,immunoglobulin,heavy,variable,2-Oct,(pseudogene),Approved,14q32.33,not,on,reference,assembly,M99647,NG_001019,,,,,,,,,,,
IGHV3-30-3,immunoglobulin,heavy,variable,3-30-3,Approved,14q32.33,not,on,reference,assembly,X92283,,,,,,,,,,,,,
IGHV3-30-5,immunoglobulin,heavy,variable,3-30-5,Approved,14q32.33,not,on,reference,assembly,M83134,,,,,,,,,,,,,
IGHV3-38-3,immunoglobulin,heavy,variable,3-38-3,(non-functional),Approved,IGHV3-D,IGHV3-d,14q32.33,not,on,reference,assembly,KF698732,,,,,,,,,,
IGHV3-43D,immunoglobulin,heavy,variable,3-43D,Approved,14q32.33,not,on,reference,assembly,KC713950,,,,,,,,,,,,,
IGHV4-30-4,immunoglobulin,heavy,variable,4-30-4,Approved,"IGHV4-3,",IGHV4304,14q32.33,not,on,reference,assembly,Z14238,,,,,,,,,,,
IGHV4-31,immunoglobulin,heavy,variable,Apr-31,Approved,14q32.33,not,on,reference,assembly,L10098,NG_001019,,,,,,,,,,,,
IGHV4-38-2,immunoglobulin,heavy,variable,4-38-2,Approved,IGHV4-B,14q32.33,not,on,reference,assembly,Z12367,,,,,,,,,,,,
IGHVII-31-1,immunoglobulin,heavy,variable,(II)-31-1,(pseudogene),Approved,IGHV(II)-31-1,14q32.33,not,on,reference,assembly,AB019439,,,,,,,,,,,
IGKV1OR15-118,immunoglobulin,kappa,variable,1/OR15-118,(pseudogene),Approved,IGKVP2,"IGKV1/OR-118,",IGKV1/OR15-118,15,not,on,reference,assembly,,,,,,,,,,
IGKV1ORY-1,immunoglobulin,kappa,variable,1/ORY-1,(pseudogene),Approved,IGKV1/ORY-1,Yq11.21,,,,,,,,,,,,,,,,
IGSF1,immunoglobulin,superfamily,member,1,Approved,"KIAA0364,","IGDC1,","IGCD1,","INHBP,","MGC75490,",PGSF2,Xq25,AF034198,,,,,,,,,,,
IHG1,iris,hypoplasia,with,glaucoma,1,Entry,Withdrawn,IHG,X,,,,,,,,,,,,,,,
IKBKG,inhibitor,of,nuclear,factor,kappa,B,kinase,regulatory,subunit,gamma,Approved,"IP2,",IP1,"IKK-gamma,","NEMO,","Fip3p,","FIP-3,","FIP3,","ZC2HC9,","IKKAP1,",IKKG,Xq28,AF074382,NM_003639
IKBKGP1,inhibitor,of,nuclear,factor,kappa,B,kinase,subunit,gamma,pseudogene,1,Approved,IKBKGP,deltaNEMO,Xq28,NG_001576,,,,,,,,
IL1RAPL1,interleukin,1,receptor,accessory,protein,like,1,Approved,"IL1RAPL,","MRX34,","MRX21,",MRX10,"OPHN4,","TIGIRR-2,",IL1R8,Xp21.3-p21.2,AJ243874,NM_014271,,,,,,
IL1RAPL2,interleukin,1,receptor,accessory,protein,like,2,Approved,"IL-1R9,","TIGIRR-1,","IL1RAPL-2,",IL1R9,Xq22.3,AF181285,NM_017416,,,,,,,,,
IL2RG,interleukin,2,receptor,subunit,gamma,Approved,"SCIDX1,","IMD4,",CIDX,CD132,Xq13.1,D11086,,,,,,,,,,,,
IL3RA,interleukin,3,receptor,subunit,alpha,Approved,CD123,Xp22.3,and,Yp13.3,M74782,,,,,,,,,,,,,
IL9R,interleukin,9,receptor,Approved,CD129,Xq28,and,Yq12,M84747,NM_002186,,,,,,,,,,,,,,
IL13RA1,interleukin,13,receptor,subunit,alpha,1,Approved,"IL-13Ra,","NR4,",CD213a1,Xq24,U62858,NM_001560,,,,,,,,,,,
IL13RA2,interleukin,13,receptor,subunit,alpha,2,Approved,"IL-13R,","IL13BP,","CD213a2,",CT19,Xq23,X95302,NM_000640,,,,,,,,,,
IMPDH1P2,inosine,monophosphate,dehydrogenase,1,pseudogene,2,Approved,Xp11.4,,,,,,,,,,,,,,,,
IMPDH1P4,inosine,monophosphate,dehydrogenase,1,pseudogene,4,Approved,Xp11.3,,,,,,,,,,,,,,,,
INE1,inactivation,escape,1,Approved,NCRNA00010,Xp11.3,Y10696,NR_024616,,,,,,,,,,,,,,,,
INE2,inactivation,escape,2,Approved,NCRNA00011,Xp22.2,Y10697,NR_002725,,,,,,,,,,,,,,,,
INGX,inhibitor,of,growth,"family,",X-linked,(pseudogene),Approved,ING2,ING1-like,Xq13.1,AF149724,,,,,,,,,,,,,
INTS6L,integrator,complex,subunit,6,like,Approved,DDX26B,FLJ41215,Xq26.3,AK096544,NM_182540,,,,,,,,,,,,,
INTS6L-AS1,INTS6L,antisense,RNA,1,Approved,DDX26B-AS1,Xq26.3,,,,,,,,,,,,,,,,,
IP1,symbol,"withdrawn,",see,[HGNC:5961](/data/gene-symbol-report/#!/hgnc_id/HGNC:5961),Symbol,Withdrawn,Xp11.21-cen,,,,,,,,,,,,,,,,,
IP2,symbol,"withdrawn,",see,[HGNC:5961](/data/gene-symbol-report/#!/hgnc_id/HGNC:5961),Symbol,Withdrawn,Xq27-q28,,,,,,,,,,,,,,,,,
IPO7P1,importin,7,pseudogene,1,Approved,Xp11.22,,,,,,,,,,,,,,,,,,
IQSEC2,IQ,motif,and,Sec7,domain,ArfGEF,2,Approved,"MRX1,","MRX78,",MRX18,"KIAA0522,","BRAG1,",IQ-ArfGEF,Xp11.22,AB011094,NM_001111125,,,,,,,
IRAK1,interleukin,1,receptor,associated,kinase,1,Approved,"IRAK,",pelle,Xq28,L76191,,,,,,,,,,,,,
IRS4,insulin,receptor,substrate,4,Approved,"PY160,",IRS-4,Xq22.3,AF007567,NM_003604,,,,,,,,,,,,,,
IRS4-AS1,IRS4,antisense,RNA,1,Approved,Xq22.3,NR_110652,,,,,,,,,,,,,,,,,
ITGB1BP2,integrin,subunit,beta,1,binding,protein,2,Approved,CHORDC3,Xq13.1,AF140690,NM_012278,,,,,,,,,,,,
ITIH6,inter-alpha-trypsin,inhibitor,heavy,chain,family,member,6,Approved,ITIH5L,UNQ6369,Xp11.22,AY358170,NM_198510,,,,,,,,,,,
ITM2A,integral,membrane,protein,2A,Approved,"BRICD2A,",E25A,Xq21.1,BC034485,NM_004867,,,,,,,,,,,,,,
ITPK1P1,ITPK1,pseudogene,1,Approved,Xp11.3,NG_026687,,,,,,,,,,,,,,,,,,
JADE3,jade,family,PHD,finger,3,Approved,PHF16,"KIAA0215,",JADE-3,Xp11.3,AF127774,NM_014735,,,,,,,,,,,,
JMS,symbol,"withdrawn,",see,[HGNC:886](/data/gene-symbol-report/#!/hgnc_id/HGNC:886),Symbol,Withdrawn,Xq12-q21,,,,,,,,,,,,,,,,,
JPX,JPX,"transcript,",XIST,activator,Approved,NCRNA00183,"ENOX,","LINC00183,",DCBALD06,Xq13.2,AV714079,NR_024582,,,,,,,,,,,,
KANTR,KANTR,integral,membrane,protein,Approved,LINC01155,Spasm,Xp11.22,"EF565109,",CF994433,NM_001397448,,,,,,,,,,,,,
KAT7P1,KAT7,pseudogene,1,Approved,Xq21.33,NG_030159,,,,,,,,,,,,,,,,,,
KCND1,potassium,voltage-gated,channel,subfamily,D,member,1,Approved,Kv4.1,Xp11.23,AF166003,NM_004979,,,,,,,,,,,,
KCNE5,potassium,voltage-gated,channel,subfamily,E,regulatory,subunit,5,Approved,KCNE1L,Xq23,AJ012743,NM_012282,,,,,,,,,,,
KCTD9P2,potassium,channel,tetramerization,domain,containing,9,pseudogene,2,Approved,KCTD9L,Xq22.3,NG_011074,,,,,,,,,,,,
KDM5C,lysine,demethylase,5C,Approved,"SMCX,","JARID1C,",MRX13,"DXS1272E,",XE169,Xp11.22,Z29650,NM_004187,,,,,,,,,,,,
KDM5C-IT1,KDM5C,intronic,transcript,1,Approved,Xp11.22,,,,,,,,,,,,,,,,,,
KDM5D,lysine,demethylase,5D,Approved,"HYA,","HY,","SMCY,",JARID1D,KIAA0234,Yq11.223,U52191,NM_004653,,,,,,,,,,,,
KDM5DP1,lysine,demethylase,5D,pseudogene,1,Approved,SMCYP,Yq11.223,NG_002818,,,,,,,,,,,,,,,
KDM6A,lysine,demethylase,6A,Approved,UTX,Xp11.3,AF000992,NM_021140,,,,,,,,,,,,,,,,
KFSD,symbol,"withdrawn,",see,[HGNC:15455](/data/gene-symbol-report/#!/hgnc_id/HGNC:15455),Symbol,Withdrawn,Xp22.2-p21.2,,,,,,,,,,,,,,,,,
KIAA1210,KIAA1210,Approved,Xq24,AB033036,NM_020721,,,,,,,,,,,,,,,,,,,
KIF4A,kinesin,family,member,4A,Approved,"KIF4-G1,","KIF4,","HSA271784,","FLJ12530,","FLJ12655,","FLJ14204,","FLJ20631,",MRX100,Xq13.1,AF179308,NM_012310,,,,,,,,
KIF4CP,kinesin,family,member,"4C,",pseudogene,Approved,KIF4P1,Xq21.1,NG_016703,,,,,,,,,,,,,,,
KLF8,KLF,transcription,factor,8,Approved,"BKLF3,","ZNF741,",DXS741,Xp11.21,U28282,NM_007250,,,,,,,,,,,,,
KLHL4,kelch,like,family,member,4,Approved,"KIAA1687,","DKELCHL,",KHL4,Xq21.31,AF284765,,,,,,,,,,,,,
KLHL13,kelch,like,family,member,13,Approved,"BKLHD2,",KIAA1309,FLJ10262,Xq24,AB037730,NM_033495,,,,,,,,,,,,
KLHL15,kelch,like,family,member,15,Approved,KIAA1677,Xp22.11,AB051464,NM_030624,,,,,,,,,,,,,,
KLHL34,kelch,like,family,member,34,Approved,"FLJ34960,",RP11-450P7.3,Xp22.12,AK092279,NM_153270,,,,,,,,,,,,,
KPNA4P1,KPNA4,pseudogene,1,Approved,Xq11.2,NG_026710,,,,,,,,,,,,,,,,,,
KPNB1P1,KPNB1,pseudogene,1,Approved,Xq21.33,NG_022625,,,,,,,,,,,,,,,,,,
KRBOX4,KRAB,box,domain,containing,4,Approved,ZNF673,FLJ20344,Xp11.3,NM_017776,,,,,,,,,,,,,,
KRT8P6,keratin,8,pseudogene,6,Approved,Xq26.3,NG_021118,,,,,,,,,,,,,,,,,
KRT8P8,keratin,8,pseudogene,8,Approved,Xq28,NT_011726,,,,,,,,,,,,,,,,,
KRT8P14,keratin,8,pseudogene,14,Approved,Xp11.3,NT_079573,,,,,,,,,,,,,,,,,
KRT8P17,keratin,8,pseudogene,17,Approved,Xp11.21,NT_011630,,,,,,,,,,,,,,,,,
KRT8P27,keratin,8,pseudogene,27,Approved,Xq11.2,NT_011669,,,,,,,,,,,,,,,,,
KRT18P10,keratin,18,pseudogene,10,Approved,Yp11.2,NG_002937,,,,,,,,,,,,,,,,,
KRT18P11,keratin,18,pseudogene,11,Approved,KRT18L1,Xq21.31,NG_005219,,,,,,,,,,,,,,,,
KRT18P44,keratin,18,pseudogene,44,Approved,Xq25,NT_011786,,,,,,,,,,,,,,,,,
KRT18P48,keratin,18,pseudogene,48,Approved,Xq28,NT_011726,,,,,,,,,,,,,,,,,
KRT18P49,keratin,18,pseudogene,49,Approved,Xq22.3,NT_011651,,,,,,,,,,,,,,,,,
KRT18P53,keratin,18,pseudogene,53,Approved,Xp22.33,,,,,,,,,,,,,,,,,,
KRT18P68,keratin,18,pseudogene,68,Approved,Xp11.3,,,,,,,,,,,,,,,,,,
L1CAM,L1,cell,adhesion,molecule,Approved,"HSAS1,","SPG1,","HSAS,","MASA,","MIC5,",S10,"CD171,","NCAM-L1,",CAML1,Xq28,M74387,NM_024003,,,,,,,
L1CAM-AS1,L1CAM,antisense,RNA,1,Approved,LCA10,Xq28,NR_130768,,,,,,,,,,,,,,,,
LAGE3,L,antigen,family,member,3,Approved,"ITBA2,","CVG5,","DXS9951E,","DXS9879E,","ESO3,",Pcc1,Xq28,X92896,NM_006014,,,,,,,,,
LAMP2,lysosomal,associated,membrane,protein,2,Approved,CD107b,Xq24,X77196,,,,,,,,,,,,,,,
LANCL3,LanC,like,family,member,3,Approved,FLJ42925,Xp21.1,AK124915,NM_198511,,,,,,,,,,,,,,
LARP1BP3,LARP1B,pseudogene,3,Approved,Xq26.2,NG_022704,,,,,,,,,,,,,,,,,,
